SKU,Fecha,Categoria,Piezas,Piezas Ajuste,Modelo,ABC,Uso,Precio
SKU-1,01-01-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,08-01-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,15-01-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,22-01-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,29-01-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,05-02-24 00:00,AUDIO,10.12297656,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,12-02-24 00:00,AUDIO,8.379876359,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,19-02-24 00:00,AUDIO,7.358996981,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,26-02-24 00:00,AUDIO,7.203807798,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,04-03-24 00:00,AUDIO,7.752331446,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,11-03-24 00:00,AUDIO,8.565927541,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,18-03-24 00:00,AUDIO,9.073970745,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,25-03-24 00:00,AUDIO,8.805548888,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,01-04-24 00:00,AUDIO,7.619434641,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,08-04-24 00:00,AUDIO,5.815040715,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,15-04-24 00:00,AUDIO,4.042341679,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,22-04-24 00:00,AUDIO,3.023496117,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,29-04-24 00:00,AUDIO,3.206362007,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,06-05-24 00:00,AUDIO,4.525345069,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,13-05-24 00:00,AUDIO,6.405860604,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,20-05-24 00:00,AUDIO,8.026671943,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,27-05-24 00:00,AUDIO,8.713721628,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,03-06-24 00:00,AUDIO,8.26123703,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,10-06-24 00:00,AUDIO,7.010133354,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,17-06-24 00:00,AUDIO,5.644805458,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,24-06-24 00:00,AUDIO,4.82384593,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,01-07-24 00:00,AUDIO,4.849028516,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,08-07-24 00:00,AUDIO,5.54884991,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,15-07-24 00:00,AUDIO,6.42576973,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,22-07-24 00:00,AUDIO,6.965997375,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,29-07-24 00:00,AUDIO,6.925322622,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,05-08-24 00:00,AUDIO,6.43125936,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,12-08-24 00:00,AUDIO,5.859720297,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,19-08-24 00:00,AUDIO,5.579265264,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,26-08-24 00:00,AUDIO,5.726759306,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,02-09-24 00:00,AUDIO,6.146622335,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,09-09-24 00:00,AUDIO,6.517068542,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,16-09-24 00:00,AUDIO,6.571297586,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,23-09-24 00:00,AUDIO,6.269873517,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,30-09-24 00:00,AUDIO,5.819889533,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,07-10-24 00:00,AUDIO,5.537171374,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,14-10-24 00:00,AUDIO,5.644441975,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,21-10-24 00:00,AUDIO,6.132444054,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,28-10-24 00:00,AUDIO,6.765917446,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,04-11-24 00:00,AUDIO,7.224709129,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,11-11-24 00:00,AUDIO,7.290557292,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,18-11-24 00:00,AUDIO,6.968915344,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,25-11-24 00:00,AUDIO,6.480250074,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,02-12-24 00:00,AUDIO,6.13413389,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,09-12-24 00:00,AUDIO,6.163037775,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,16-12-24 00:00,AUDIO,6.606396429,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,23-12-24 00:00,AUDIO,7.29804309,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,30-12-24 00:00,AUDIO,7.949993984,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,06-01-25 00:00,AUDIO,8.279703377,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,13-01-25 00:00,AUDIO,8.118276367,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,20-01-25 00:00,AUDIO,7.460360521,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,27-01-25 00:00,AUDIO,6.451135786,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,03-02-25 00:00,AUDIO,5.329972406,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,10-02-25 00:00,AUDIO,4.35561037,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,17-02-25 00:00,AUDIO,3.73133365,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,24-02-25 00:00,AUDIO,3.543334621,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,03-03-25 00:00,AUDIO,3.727105159,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,10-03-25 00:00,AUDIO,4.079307088,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,17-03-25 00:00,AUDIO,4.324877961,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,24-03-25 00:00,AUDIO,4.226513599,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,31-03-25 00:00,AUDIO,3.69560924,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,07-04-25 00:00,AUDIO,2.849659457,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,14-04-25 00:00,AUDIO,1.976683912,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,21-04-25 00:00,AUDIO,1.410843898,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,28-04-25 00:00,AUDIO,1.373358674,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,05-05-25 00:00,AUDIO,1.85891396,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,12-05-25 00:00,AUDIO,2.63051591,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,19-05-25 00:00,AUDIO,3.330730478,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,26-05-25 00:00,AUDIO,3.654009798,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,02-06-25 00:00,AUDIO,3.490090415,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,09-06-25 00:00,AUDIO,2.963672983,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,16-06-25 00:00,AUDIO,2.352968019,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,23-06-25 00:00,AUDIO,1.936199658,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,30-06-25 00:00,AUDIO,1.852309186,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,07-07-25 00:00,AUDIO,2.049202687,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,14-07-25 00:00,AUDIO,2.33927526,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,21-07-25 00:00,AUDIO,2.520624162,0,Prophet,A,AUDIFONOS,2398.37
SKU-1,28-07-25 00:00,AUDIO,2.489367625,0,Prophet,A,AUDIFONOS,2398.37
SKU-2,01-01-24 00:00,AUDIO,9.798285643,0,Prophet,A,AUDIFONOS,374
SKU-2,08-01-24 00:00,AUDIO,7.467705355,0,Prophet,A,AUDIFONOS,374
SKU-2,15-01-24 00:00,AUDIO,5.343325375,0,Prophet,A,AUDIFONOS,374
SKU-2,22-01-24 00:00,AUDIO,3.447033963,0,Prophet,A,AUDIFONOS,374
SKU-2,29-01-24 00:00,AUDIO,1.797416031,0,Prophet,A,AUDIFONOS,374
SKU-2,05-02-24 00:00,AUDIO,86.40949322,0,Prophet,A,AUDIFONOS,374
SKU-2,12-02-24 00:00,AUDIO,85.62755347,0,Prophet,A,AUDIFONOS,374
SKU-2,19-02-24 00:00,AUDIO,84.98303781,0,Prophet,A,AUDIFONOS,374
SKU-2,26-02-24 00:00,AUDIO,84.48475578,0,Prophet,A,AUDIFONOS,374
SKU-2,04-03-24 00:00,AUDIO,84.13939905,0,Prophet,A,AUDIFONOS,374
SKU-2,11-03-24 00:00,AUDIO,83.95144453,0,Prophet,A,AUDIFONOS,374
SKU-2,18-03-24 00:00,AUDIO,83.92308951,0,Prophet,A,AUDIFONOS,374
SKU-2,25-03-24 00:00,AUDIO,84.05421984,0,Prophet,A,AUDIFONOS,374
SKU-2,01-04-24 00:00,AUDIO,84.34241159,0,Prophet,A,AUDIFONOS,374
SKU-2,08-04-24 00:00,AUDIO,84.78296614,0,Prophet,A,AUDIFONOS,374
SKU-2,15-04-24 00:00,AUDIO,85.36897826,0,Prophet,A,AUDIFONOS,374
SKU-2,22-04-24 00:00,AUDIO,86.09143609,0,Prophet,A,AUDIFONOS,374
SKU-2,29-04-24 00:00,AUDIO,86.93935165,0,Prophet,A,AUDIFONOS,374
SKU-2,06-05-24 00:00,AUDIO,87.89992,0,Prophet,A,AUDIFONOS,374
SKU-2,13-05-24 00:00,AUDIO,88.95870469,0,Prophet,A,AUDIFONOS,374
SKU-2,20-05-24 00:00,AUDIO,90.0998468,0,Prophet,A,AUDIFONOS,374
SKU-2,27-05-24 00:00,AUDIO,91.30629468,0,Prophet,A,AUDIFONOS,374
SKU-2,03-06-24 00:00,AUDIO,92.56005086,0,Prophet,A,AUDIFONOS,374
SKU-2,10-06-24 00:00,AUDIO,93.84243271,0,Prophet,A,AUDIFONOS,374
SKU-2,17-06-24 00:00,AUDIO,95.13434304,0,Prophet,A,AUDIFONOS,374
SKU-2,24-06-24 00:00,AUDIO,96.41654665,0,Prophet,A,AUDIFONOS,374
SKU-2,01-07-24 00:00,AUDIO,97.66994892,0,Prophet,A,AUDIFONOS,374
SKU-2,08-07-24 00:00,AUDIO,98.87587234,0,Prophet,A,AUDIFONOS,374
SKU-2,15-07-24 00:00,AUDIO,100.0163271,0,Prophet,A,AUDIFONOS,374
SKU-2,22-07-24 00:00,AUDIO,101.0742714,0,Prophet,A,AUDIFONOS,374
SKU-2,29-07-24 00:00,AUDIO,102.0338585,0,Prophet,A,AUDIFONOS,374
SKU-2,05-08-24 00:00,AUDIO,102.8806662,0,Prophet,A,AUDIFONOS,374
SKU-2,12-08-24 00:00,AUDIO,103.6019057,0,Prophet,A,AUDIFONOS,374
SKU-2,19-08-24 00:00,AUDIO,104.1866065,0,Prophet,A,AUDIFONOS,374
SKU-2,26-08-24 00:00,AUDIO,104.6257758,0,Prophet,A,AUDIFONOS,374
SKU-2,02-09-24 00:00,AUDIO,104.9125285,0,Prophet,A,AUDIFONOS,374
SKU-2,09-09-24 00:00,AUDIO,105.0421867,0,Prophet,A,AUDIFONOS,374
SKU-2,16-09-24 00:00,AUDIO,105.0123479,0,Prophet,A,AUDIFONOS,374
SKU-2,23-09-24 00:00,AUDIO,104.8229193,0,Prophet,A,AUDIFONOS,374
SKU-2,30-09-24 00:00,AUDIO,104.4761197,0,Prophet,A,AUDIFONOS,374
SKU-2,07-10-24 00:00,AUDIO,103.9764468,0,Prophet,A,AUDIFONOS,374
SKU-2,14-10-24 00:00,AUDIO,103.3306125,0,Prophet,A,AUDIFONOS,374
SKU-2,21-10-24 00:00,AUDIO,102.5474453,0,Prophet,A,AUDIFONOS,374
SKU-2,28-10-24 00:00,AUDIO,101.6377629,0,Prophet,A,AUDIFONOS,374
SKU-2,04-11-24 00:00,AUDIO,100.6142152,0,Prophet,A,AUDIFONOS,374
SKU-2,11-11-24 00:00,AUDIO,99.49110112,0,Prophet,A,AUDIFONOS,374
SKU-2,18-11-24 00:00,AUDIO,98.28416161,0,Prophet,A,AUDIFONOS,374
SKU-2,25-11-24 00:00,AUDIO,97.01035166,0,Prophet,A,AUDIFONOS,374
SKU-2,02-12-24 00:00,AUDIO,95.68759471,0,Prophet,A,AUDIFONOS,374
SKU-2,09-12-24 00:00,AUDIO,94.33452308,0,Prophet,A,AUDIFONOS,374
SKU-2,16-12-24 00:00,AUDIO,92.97020816,0,Prophet,A,AUDIFONOS,374
SKU-2,23-12-24 00:00,AUDIO,91.61388413,0,Prophet,A,AUDIFONOS,374
SKU-2,30-12-24 00:00,AUDIO,90.28466948,0,Prophet,A,AUDIFONOS,374
SKU-2,06-01-25 00:00,AUDIO,89.00129006,0,Prophet,A,AUDIFONOS,374
SKU-2,13-01-25 00:00,AUDIO,87.7818079,0,Prophet,A,AUDIFONOS,374
SKU-2,20-01-25 00:00,AUDIO,86.64335962,0,Prophet,A,AUDIFONOS,374
SKU-2,27-01-25 00:00,AUDIO,85.60190828,0,Prophet,A,AUDIFONOS,374
SKU-2,03-02-25 00:00,AUDIO,84.67201212,0,Prophet,A,AUDIFONOS,374
SKU-2,10-02-25 00:00,AUDIO,83.86661377,0,Prophet,A,AUDIFONOS,374
SKU-2,17-02-25 00:00,AUDIO,83.19685279,0,Prophet,A,AUDIFONOS,374
SKU-2,24-02-25 00:00,AUDIO,82.67190436,0,Prophet,A,AUDIFONOS,374
SKU-2,03-03-25 00:00,AUDIO,82.29884634,0,Prophet,A,AUDIFONOS,374
SKU-2,10-03-25 00:00,AUDIO,82.08255684,0,Prophet,A,AUDIFONOS,374
SKU-2,17-03-25 00:00,AUDIO,82.02564352,0,Prophet,A,AUDIFONOS,374
SKU-2,24-03-25 00:00,AUDIO,82.12840581,0,Prophet,A,AUDIFONOS,374
SKU-2,31-03-25 00:00,AUDIO,82.38883065,0,Prophet,A,AUDIFONOS,374
SKU-2,07-04-25 00:00,AUDIO,82.80262156,0,Prophet,A,AUDIFONOS,374
SKU-2,14-04-25 00:00,AUDIO,83.3632609,0,Prophet,A,AUDIFONOS,374
SKU-2,21-04-25 00:00,AUDIO,84.0621043,0,Prophet,A,AUDIFONOS,374
SKU-2,28-04-25 00:00,AUDIO,84.88850576,0,Prophet,A,AUDIFONOS,374
SKU-2,05-05-25 00:00,AUDIO,85.82997195,0,Prophet,A,AUDIFONOS,374
SKU-2,12-05-25 00:00,AUDIO,86.87234305,0,Prophet,A,AUDIFONOS,374
SKU-2,19-05-25 00:00,AUDIO,87.99999786,0,Prophet,A,AUDIFONOS,374
SKU-2,26-05-25 00:00,AUDIO,89.19608006,0,Prophet,A,AUDIFONOS,374
SKU-2,02-06-25 00:00,AUDIO,90.44274231,0,Prophet,A,AUDIFONOS,374
SKU-2,09-06-25 00:00,AUDIO,91.72140472,0,Prophet,A,AUDIFONOS,374
SKU-2,16-06-25 00:00,AUDIO,93.01302396,0,Prophet,A,AUDIFONOS,374
SKU-2,23-06-25 00:00,AUDIO,94.29836905,0,Prophet,A,AUDIFONOS,374
SKU-2,30-06-25 00:00,AUDIO,95.55829986,0,Prophet,A,AUDIFONOS,374
SKU-2,07-07-25 00:00,AUDIO,96.77404436,0,Prophet,A,AUDIFONOS,374
SKU-2,14-07-25 00:00,AUDIO,97.92747043,0,Prophet,A,AUDIFONOS,374
SKU-2,21-07-25 00:00,AUDIO,99.00134851,0,Prophet,A,AUDIFONOS,374
SKU-2,28-07-25 00:00,AUDIO,99.9796011,0,Prophet,A,AUDIFONOS,374
SKU-3,01-01-24 00:00,AUDIO,97.04622211,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,08-01-24 00:00,AUDIO,97.7881785,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,15-01-24 00:00,AUDIO,98.53013489,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,22-01-24 00:00,AUDIO,99.27209128,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,29-01-24 00:00,AUDIO,100.0140477,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,05-02-24 00:00,AUDIO,4.605266902,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,12-02-24 00:00,AUDIO,4.24092648,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,19-02-24 00:00,AUDIO,3.876586058,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,26-02-24 00:00,AUDIO,3.512245637,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,04-03-24 00:00,AUDIO,3.147905215,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,11-03-24 00:00,AUDIO,2.783564793,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,18-03-24 00:00,AUDIO,2.419224371,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,25-03-24 00:00,AUDIO,2.054883949,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,01-04-24 00:00,AUDIO,1.690543527,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,08-04-24 00:00,AUDIO,1.326203105,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,15-04-24 00:00,AUDIO,0.961862683,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,22-04-24 00:00,AUDIO,0.597522261,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,29-04-24 00:00,AUDIO,0.233181839,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,06-05-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,13-05-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,20-05-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,27-05-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,03-06-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,10-06-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,17-06-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,24-06-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,01-07-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,08-07-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,15-07-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,22-07-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,29-07-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,05-08-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,12-08-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,19-08-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,26-08-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,02-09-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,09-09-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,16-09-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,23-09-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,30-09-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,07-10-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,14-10-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,21-10-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,28-10-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,04-11-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,11-11-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,18-11-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,25-11-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,02-12-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,09-12-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,16-12-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,23-12-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,30-12-24 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,06-01-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,13-01-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,20-01-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,27-01-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,03-02-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,10-02-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,17-02-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,24-02-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,03-03-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,10-03-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,17-03-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,24-03-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,31-03-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,07-04-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,14-04-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,21-04-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,28-04-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,05-05-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,12-05-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,19-05-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,26-05-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,02-06-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,09-06-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,16-06-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,23-06-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,30-06-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,07-07-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,14-07-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,21-07-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-3,28-07-25 00:00,AUDIO,0,0,Prophet,A,AUDIFONOS,3426.94
SKU-4,01-01-24 00:00,AUDIO,16.55327228,0,Prophet,B,AUDIFONOS,3810
SKU-4,08-01-24 00:00,AUDIO,16.55095848,0,Prophet,B,AUDIFONOS,3810
SKU-4,15-01-24 00:00,AUDIO,16.54210013,0,Prophet,B,AUDIFONOS,3810
SKU-4,22-01-24 00:00,AUDIO,16.52787237,0,Prophet,B,AUDIFONOS,3810
SKU-4,29-01-24 00:00,AUDIO,16.5095281,0,Prophet,B,AUDIFONOS,3810
SKU-4,05-02-24 00:00,AUDIO,5.843516784,0,Prophet,B,AUDIFONOS,3810
SKU-4,12-02-24 00:00,AUDIO,5.76281173,0,Prophet,B,AUDIFONOS,3810
SKU-4,19-02-24 00:00,AUDIO,5.687865604,0,Prophet,B,AUDIFONOS,3810
SKU-4,26-02-24 00:00,AUDIO,5.61874117,0,Prophet,B,AUDIFONOS,3810
SKU-4,04-03-24 00:00,AUDIO,5.555416878,0,Prophet,B,AUDIFONOS,3810
SKU-4,11-03-24 00:00,AUDIO,5.497787174,0,Prophet,B,AUDIFONOS,3810
SKU-4,18-03-24 00:00,AUDIO,5.445664034,0,Prophet,B,AUDIFONOS,3810
SKU-4,25-03-24 00:00,AUDIO,5.398779681,0,Prophet,B,AUDIFONOS,3810
SKU-4,01-04-24 00:00,AUDIO,5.356790469,0,Prophet,B,AUDIFONOS,3810
SKU-4,08-04-24 00:00,AUDIO,5.319281853,0,Prophet,B,AUDIFONOS,3810
SKU-4,15-04-24 00:00,AUDIO,5.285774401,0,Prophet,B,AUDIFONOS,3810
SKU-4,22-04-24 00:00,AUDIO,5.25573073,0,Prophet,B,AUDIFONOS,3810
SKU-4,29-04-24 00:00,AUDIO,5.228563294,0,Prophet,B,AUDIFONOS,3810
SKU-4,06-05-24 00:00,AUDIO,5.203642891,0,Prophet,B,AUDIFONOS,3810
SKU-4,13-05-24 00:00,AUDIO,5.180307773,0,Prophet,B,AUDIFONOS,3810
SKU-4,20-05-24 00:00,AUDIO,5.157873238,0,Prophet,B,AUDIFONOS,3810
SKU-4,27-05-24 00:00,AUDIO,5.135641536,0,Prophet,B,AUDIFONOS,3810
SKU-4,03-06-24 00:00,AUDIO,5.112911982,0,Prophet,B,AUDIFONOS,3810
SKU-4,10-06-24 00:00,AUDIO,5.088991102,0,Prophet,B,AUDIFONOS,3810
SKU-4,17-06-24 00:00,AUDIO,5.063202673,0,Prophet,B,AUDIFONOS,3810
SKU-4,24-06-24 00:00,AUDIO,5.034897521,0,Prophet,B,AUDIFONOS,3810
SKU-4,01-07-24 00:00,AUDIO,5.003462922,0,Prophet,B,AUDIFONOS,3810
SKU-4,08-07-24 00:00,AUDIO,4.968331472,0,Prophet,B,AUDIFONOS,3810
SKU-4,15-07-24 00:00,AUDIO,4.92898931,0,Prophet,B,AUDIFONOS,3810
SKU-4,22-07-24 00:00,AUDIO,4.884983556,0,Prophet,B,AUDIFONOS,3810
SKU-4,29-07-24 00:00,AUDIO,4.835928874,0,Prophet,B,AUDIFONOS,3810
SKU-4,05-08-24 00:00,AUDIO,4.781513047,0,Prophet,B,AUDIFONOS,3810
SKU-4,12-08-24 00:00,AUDIO,4.721501504,0,Prophet,B,AUDIFONOS,3810
SKU-4,19-08-24 00:00,AUDIO,4.655740716,0,Prophet,B,AUDIFONOS,3810
SKU-4,26-08-24 00:00,AUDIO,4.584160416,0,Prophet,B,AUDIFONOS,3810
SKU-4,02-09-24 00:00,AUDIO,4.506774622,0,Prophet,B,AUDIFONOS,3810
